Player,Debuted,Debut_age,Retired,Ret_age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,HOF
John Romano,1958,23,1967,32,905,3256,2767,355,706,455,112,10,129,417,7,9.0,414,485.0,0.255,0.354,0.443,0.797,122,1225,69.0,29,13.0,33.0,27.0,0
Kiki Cuyler,1921,22,1938,39,1879,8100,7161,1305,2299,1620,394,157,128,1065,328,148.0,676,752.0,0.321,0.386,0.474,0.86,125,3391,53.0,85,176.0,0.0,20.0,1
Frank McCormick,1934,23,1948,37,1534,6207,5723,722,1711,1223,334,26,128,954,27,22.0,399,189.0,0.299,0.348,0.434,0.781,118,2481,176.0,27,58.0,0.0,94.0,0
Jose Vidro,1997,22,2008,33,1418,5708,5113,720,1524,1043,341,12,128,654,23,16.0,478,556.0,0.298,0.359,0.445,0.804,108,2273,145.0,37,36.0,44.0,35.0,0
Jody Davis,1981,24,1990,33,1082,3984,3585,364,877,575,164,11,127,490,7,16.0,333,712.0,0.245,0.307,0.403,0.71,92,1444,106.0,9,18.0,39.0,44.0,0
Jay Gibbons,2001,24,2011,34,840,3177,2917,364,759,459,166,7,127,427,2,7.0,224,442.0,0.26,0.315,0.453,0.767,102,1320,73.0,16,1.0,19.0,21.0,0
Mark Kotsay,1997,21,2013,37,1914,7110,6464,790,1784,1256,353,48,127,720,98,64.0,554,757.0,0.276,0.332,0.404,0.737,96,2614,152.0,13,30.0,48.0,38.0,0
Troy O'Leary,1993,23,2003,33,1198,4418,4010,547,1100,699,234,40,127,591,17,22.0,334,661.0,0.274,0.332,0.448,0.78,98,1795,108.0,28,13.0,33.0,31.0,0
Wally Westlake,1947,26,1956,35,958,3496,3117,474,848,581,107,33,127,539,19,30.0,317,453.0,0.272,0.345,0.45,0.795,111,1402,98.0,33,26.0,2.0,18.0,0
Aaron Boone,1997,24,2009,36,1152,4333,3871,519,1017,658,216,17,126,555,107,30.0,303,707.0,0.263,0.326,0.425,0.751,94,1645,74.0,80,39.0,36.0,20.0,0
Smoky Burgess,1949,22,1967,40,1691,5014,4471,485,1318,929,230,33,126,673,13,14.0,477,270.0,0.295,0.362,0.446,0.807,116,1992,121.0,13,13.0,39.0,96.0,0
Al Dark,1946,24,1960,38,1828,7833,7219,1064,2089,1533,358,72,126,757,59,37.0,430,534.0,0.289,0.333,0.411,0.744,98,2969,134.0,54,95.0,31.0,38.0,0
Gregg Jefferies,1987,19,2000,32,1465,6072,5520,761,1593,1140,300,27,126,663,196,63.0,472,348.0,0.289,0.344,0.421,0.765,107,2325,156.0,24,4.0,52.0,59.0,0
Miguel Montero,2006,22,2018,34,1185,4343,3801,458,973,643,197,7,126,550,5,9.0,446,881.0,0.256,0.34,0.411,0.751,100,1562,106.0,54,5.0,37.0,56.0,0
Vic Power,1954,26,1965,37,1627,6461,6046,765,1716,1251,290,49,126,658,45,35.0,279,247.0,0.284,0.315,0.411,0.725,97,2482,145.0,15,73.0,48.0,29.0,0
Pee Wee Reese,1940,21,1958,39,2166,9472,8058,1338,2170,1634,330,80,126,885,232,99.0,1210,890.0,0.269,0.366,0.377,0.743,99,3038,176.0,26,157.0,19.0,69.0,1
Seth Smith,2007,24,2017,34,1249,4084,3582,525,934,553,224,31,126,458,22,7.0,431,797.0,0.261,0.344,0.446,0.79,112,1598,75.0,38,2.0,30.0,33.0,0
Sam Thompson,1885,25,1906,46,1410,6526,5998,1261,1988,1358,343,161,126,1308,232,0.0,452,234.0,0.331,0.384,0.505,0.89,147,3031,0.0,63,13.0,0.0,0.0,1
Milton Bradley,2000,22,2011,33,1042,4181,3605,541,976,632,202,17,125,481,88,40.0,496,817.0,0.271,0.364,0.44,0.804,113,1587,91.0,44,14.0,19.0,38.0,0
Vince DiMaggio,1937,24,1946,33,1110,4313,3849,491,959,601,209,24,125,584,79,39.0,412,837.0,0.249,0.324,0.413,0.737,108,1591,66.0,12,37.0,0.0,37.0,0
Tito Francona,1956,22,1970,36,1719,5777,5121,650,1395,1012,224,34,125,656,46,21.0,544,694.0,0.272,0.343,0.403,0.746,107,2062,103.0,32,38.0,41.0,59.0,0
Bill Hall,2002,22,2012,32,1053,3674,3334,450,827,471,210,21,125,440,62,40.0,286,971.0,0.248,0.308,0.436,0.744,93,1454,64.0,13,15.0,26.0,14.0,0
Bob Nieman,1951,24,1962,35,1113,3947,3452,455,1018,681,180,32,125,544,10,30.0,435,512.0,0.295,0.373,0.474,0.847,132,1637,104.0,9,26.0,25.0,29.0,0
Michael Tucker,1995,24,2006,35,1417,4686,4083,625,1047,665,208,49,125,528,114,56.0,490,960.0,0.256,0.339,0.423,0.763,95,1728,67.0,39,41.0,33.0,31.0,0
Darin Erstad,1996,22,2009,35,1654,6628,6024,913,1697,1224,316,33,124,699,179,58.0,475,939.0,0.282,0.336,0.407,0.743,93,2451,87.0,37,36.0,43.0,46.0,0
Darrin Fletcher,1989,22,2002,35,1245,4271,3902,377,1048,702,214,8,124,583,2,6.0,255,399.0,0.269,0.318,0.423,0.74,92,1650,122.0,49,13.0,51.0,31.0,0
Carlos Guillen,1998,22,2011,35,1305,5277,4673,733,1331,890,266,51,124,660,74,47.0,510,804.0,0.285,0.355,0.443,0.798,111,2071,119.0,22,28.0,44.0,39.0,0
Brad Hawpe,2004,25,2013,34,910,3401,2934,400,806,483,176,23,124,492,13,16.0,430,810.0,0.275,0.368,0.477,0.845,113,1400,66.0,14,1.0,22.0,47.0,0
Roberto Kelly,1987,22,2000,35,1337,5243,4797,687,1390,995,241,30,124,585,235,84.0,317,862.0,0.29,0.337,0.43,0.767,106,2063,113.0,49,22.0,41.0,16.0,0
Corey Koskie,1998,25,2006,33,989,3950,3399,516,936,576,223,13,124,506,71,36.0,458,795.0,0.275,0.367,0.458,0.825,113,1557,75.0,56,3.0,34.0,45.0,0
Aurelio Rodriguez,1967,19,1983,35,2017,7085,6611,612,1570,1113,287,46,124,648,35,31.0,324,943.0,0.237,0.275,0.351,0.626,76,2321,167.0,27,82.0,34.0,37.0,0
John Valentin,1992,25,2002,35,1105,4511,3917,614,1093,671,281,17,124,558,47,31.0,463,524.0,0.279,0.36,0.454,0.814,109,1780,91.0,53,36.0,42.0,15.0,0
Gee Walker,1931,23,1945,37,1784,7213,6771,955,1991,1392,399,76,124,998,223,88.0,330,600.0,0.294,0.331,0.43,0.761,99,2914,82.0,44,66.0,0.0,32.0,0
David Bell,1995,22,2006,33,1403,5381,4826,587,1239,831,267,18,123,589,19,20.0,428,687.0,0.257,0.32,0.396,0.716,85,1911,123.0,44,32.0,50.0,25.0,0
Orlando Cabrera,1997,22,2011,36,1985,8255,7562,985,2055,1441,459,32,123,854,216,57.0,514,745.0,0.272,0.317,0.39,0.707,84,2947,188.0,32,57.0,90.0,26.0,0
Stephen Drew,2006,23,2017,34,1268,4917,4403,565,1109,665,258,63,123,524,41,19.0,435,926.0,0.252,0.318,0.423,0.741,94,1862,48.0,13,22.0,44.0,33.0,0
Ken Phelps,1980,25,1990,35,761,2287,1854,308,443,249,64,7,123,313,10,7.0,390,449.0,0.239,0.374,0.48,0.854,133,890,25.0,21,1.0,21.0,28.0,0
Joe Randa,1995,25,2006,36,1522,6007,5428,697,1543,1057,327,36,123,739,42,26.0,432,738.0,0.284,0.339,0.426,0.765,96,2311,139.0,55,25.0,67.0,22.0,0
Willie Upshaw,1978,21,1988,31,1264,4736,4203,596,1103,736,199,45,123,528,88,59.0,452,642.0,0.262,0.335,0.419,0.754,103,1761,60.0,23,30.0,28.0,50.0,0
Ellis Valentine,1975,20,1985,30,894,3392,3166,380,881,574,169,15,123,474,59,37.0,180,462.0,0.278,0.315,0.458,0.773,113,1449,81.0,7,5.0,34.0,9.0,0
Jeff Blauser,1987,21,1999,33,1407,5271,4522,691,1187,815,217,33,122,513,65,41.0,569,937.0,0.262,0.354,0.406,0.76,102,1836,77.0,91,48.0,41.0,22.0,0
Wil Cordero,1992,20,2005,33,1247,4738,4311,587,1178,776,261,19,122,566,49,19.0,325,775.0,0.273,0.33,0.428,0.758,95,1843,110.0,57,12.0,33.0,35.0,0
Marty Cordova,1995,25,2003,33,952,3835,3419,480,938,606,192,18,122,540,57,36.0,329,730.0,0.274,0.344,0.448,0.792,104,1532,110.0,50,2.0,33.0,16.0,0
Nick Esasky,1983,23,1990,30,810,3064,2703,336,677,414,120,21,122,427,18,14.0,314,712.0,0.25,0.329,0.446,0.775,111,1205,55.0,15,9.0,23.0,23.0,0
Joe Ferguson,1970,23,1983,36,1013,3624,3001,407,719,465,121,11,122,445,22,12.0,562,607.0,0.24,0.358,0.409,0.767,116,1228,86.0,9,17.0,35.0,64.0,0
Ken Henderson,1965,19,1980,34,1444,5227,4553,595,1168,804,216,26,122,576,86,42.0,589,763.0,0.257,0.343,0.396,0.739,106,1802,122.0,30,19.0,36.0,77.0,0
Garrett Jones,2007,26,2015,34,911,3228,2924,347,734,422,178,12,122,400,28,10.0,265,680.0,0.251,0.312,0.445,0.757,107,1302,57.0,7,0.0,31.0,18.0,0
Don Lock,1962,25,1969,32,921,3116,2695,359,642,416,92,12,122,373,30,29.0,373,776.0,0.238,0.331,0.417,0.748,111,1124,63.0,15,7.0,26.0,19.0,0
Harry Stovey,1880,23,1893,36,1489,6848,6153,1495,1775,1129,348,176,122,912,509,0.0,664,452.0,0.288,0.361,0.462,0.822,144,2841,0.0,31,0.0,0.0,0.0,0
Brad Wilkerson,2001,24,2008,31,972,3753,3187,500,788,445,193,28,122,399,53,43.0,492,947.0,0.247,0.35,0.44,0.79,105,1403,36.0,25,24.0,25.0,30.0,0
Dan Ford,1975,23,1985,33,1153,4582,4163,598,1123,750,214,38,121,566,61,37.0,303,722.0,0.27,0.324,0.427,0.75,109,1776,121.0,47,31.0,38.0,19.0,0
Wayne Gross,1976,24,1986,34,1105,3680,3125,373,727,471,126,9,121,396,24,22.0,482,496.0,0.233,0.337,0.395,0.732,106,1234,45.0,20,29.0,24.0,34.0,0
Jimmie Hall,1963,25,1970,32,963,3169,2848,387,724,479,100,24,121,391,38,18.0,287,529.0,0.254,0.321,0.434,0.755,112,1235,56.0,2,12.0,20.0,35.0,0
Austin Kearns,2002,22,2013,33,1125,4179,3606,522,914,593,187,13,121,494,33,21.0,475,898.0,0.253,0.351,0.413,0.764,102,1490,115.0,75,3.0,20.0,19.0,0
Keith Moreland,1978,24,1989,35,1306,5082,4581,511,1279,930,214,14,121,674,28,33.0,405,515.0,0.279,0.335,0.411,0.746,104,1884,140.0,13,18.0,65.0,56.0,0
Gary Roenicke,1976,21,1988,33,1064,3204,2708,367,670,410,135,4,121,410,16,20.0,406,428.0,0.247,0.351,0.434,0.785,117,1176,77.0,41,23.0,26.0,16.0,0
Brook Jacoby,1981,21,1992,32,1311,5027,4520,535,1220,872,204,24,120,545,16,25.0,439,764.0,0.27,0.334,0.405,0.739,104,1832,138.0,16,10.0,42.0,26.0,0
Marty McManus,1920,20,1934,34,1831,7567,6660,1008,1926,1317,401,88,120,992,126,95.0,675,558.0,0.289,0.357,0.43,0.787,102,2863,13.0,30,198.0,0.0,10.0,0
Zeke Bonura,1934,25,1940,31,917,4029,3582,600,1099,719,232,29,119,704,19,12.0,404,180.0,0.307,0.38,0.487,0.867,122,1746,40.0,17,23.0,0.0,31.0,0
Mickey Cochrane,1925,22,1937,34,1482,6211,5169,1041,1652,1136,333,64,119,830,64,47.0,857,217.0,0.32,0.419,0.478,0.897,129,2470,0.0,29,151.0,0.0,20.0,1
Gavy Cravath,1908,27,1920,39,1220,4663,3951,575,1134,700,232,83,119,719,89,20.0,561,578.0,0.287,0.38,0.478,0.858,151,1889,0.0,28,105.0,0.0,0.0,0
Rusty Greer,1994,25,2002,33,1027,4420,3829,643,1166,764,258,25,119,614,31,15.0,519,555.0,0.305,0.387,0.478,0.865,119,1831,91.0,22,6.0,44.0,16.0,0
Frankie Hayes,1933,18,1947,32,1364,5129,4493,545,1164,800,213,32,119,628,30,20.0,564,627.0,0.259,0.343,0.4,0.744,101,1798,96.0,13,51.0,0.0,37.0,0
Jay Payton,1998,25,2010,37,1259,4490,4154,561,1157,815,193,30,119,522,47,32.0,255,503.0,0.279,0.323,0.425,0.748,93,1767,108.0,32,16.0,32.0,10.0,0
Scott Spiezio,1996,23,2007,34,1273,4413,3899,517,996,625,225,27,119,549,33,23.0,412,594.0,0.255,0.329,0.419,0.747,95,1632,77.0,35,25.0,41.0,35.0,0
Robby Thompson,1986,24,1996,34,1304,5235,4612,671,1187,791,238,39,119,458,103,62.0,439,987.0,0.257,0.329,0.403,0.733,105,1860,72.0,66,99.0,19.0,8.0,0
Kevin Bass,1982,23,1995,36,1571,5291,4839,609,1308,902,248,40,118,611,151,73.0,357,668.0,0.27,0.323,0.411,0.735,105,1990,112.0,37,28.0,30.0,63.0,0
Wade Boggs,1982,24,1999,41,2439,10740,9180,1513,3010,2253,578,61,118,1014,24,35.0,1412,745.0,0.328,0.415,0.443,0.858,131,4064,236.0,23,29.0,96.0,180.0,1
Leo Cardenas,1960,21,1975,36,1941,7402,6707,662,1725,1273,285,49,118,689,39,48.0,522,1135.0,0.257,0.311,0.367,0.679,88,2462,174.0,28,97.0,48.0,122.0,0
Mike Easler,1973,22,1987,36,1151,4061,3677,465,1078,746,189,25,118,522,20,26.0,321,696.0,0.293,0.349,0.454,0.804,118,1671,85.0,17,6.0,40.0,46.0,0
Bernard Gilkey,1990,23,2001,34,1239,4626,4061,606,1115,729,244,24,118,546,115,71.0,466,708.0,0.275,0.352,0.434,0.785,110,1761,116.0,42,9.0,48.0,21.0,0
Ben Grieve,1997,21,2005,29,976,3743,3215,471,864,549,192,5,118,492,24,5.0,466,784.0,0.269,0.367,0.442,0.809,113,1420,103.0,45,1.0,16.0,22.0,0
Ed Kranepool,1962,17,1979,34,1853,5997,5436,536,1418,1050,225,25,118,614,15,27.0,454,581.0,0.261,0.316,0.377,0.693,98,2047,138.0,14,35.0,58.0,89.0,0
Corey Patterson,2000,20,2011,31,1230,4499,4171,571,1050,701,197,34,118,431,218,64.0,206,933.0,0.252,0.29,0.4,0.691,79,1669,44.0,31,63.0,24.0,22.0,0
Jimmy Ryan,1885,22,1903,40,2014,9127,8172,1643,2513,1787,451,157,118,1093,419,0.0,804,491.0,0.308,0.375,0.444,0.82,124,3632,0.0,83,65.0,0.0,0.0,0
Tillie Walker,1911,23,1923,35,1421,5679,5067,696,1423,990,244,71,118,679,129,48.0,416,583.0,0.281,0.339,0.427,0.766,115,2163,0.0,31,154.0,0.0,0.0,0
Ty Cobb,1905,18,1928,41,3034,13103,11440,2245,4189,3053,724,295,117,1944,897,215.0,1249,680.0,0.366,0.433,0.512,0.944,168,5854,0.0,94,292.0,0.0,9.0,1
Kelly Gruber,1984,22,1993,31,939,3442,3159,431,818,529,148,24,117,443,80,33.0,197,504.0,0.259,0.307,0.432,0.739,102,1365,86.0,36,15.0,35.0,13.0,0
Jim King,1955,22,1967,34,1125,3339,2918,374,699,451,112,19,117,401,23,8.0,363,401.0,0.24,0.326,0.411,0.737,104,1200,55.0,23,11.0,22.0,35.0,0
Chet Laabs,1937,25,1947,35,950,3539,3102,467,813,501,151,44,117,509,32,22.0,389,595.0,0.262,0.346,0.452,0.798,113,1403,60.0,10,37.0,0.0,10.0,0
Garry Maddox,1972,22,1986,36,1749,6777,6331,777,1802,1286,337,62,117,754,248,92.0,323,781.0,0.285,0.32,0.413,0.733,101,2614,99.0,36,25.0,60.0,60.0,0
Dan Pasqua,1985,23,1994,32,905,3000,2620,341,638,377,129,15,117,390,7,10.0,335,642.0,0.244,0.33,0.438,0.768,112,1148,43.0,15,9.0,21.0,29.0,0
Tris Speaker,1907,19,1928,40,2789,12020,10195,1882,3514,2383,792,222,117,1531,436,158.0,1381,393.0,0.345,0.428,0.5,0.928,158,5101,0.0,103,309.0,0.0,4.0,1
Mickey Stanley,1964,21,1978,35,1516,5477,5022,641,1243,877,201,48,117,500,44,23.0,371,564.0,0.248,0.298,0.377,0.675,90,1891,133.0,8,42.0,34.0,32.0,0
Stan Lopata,1948,22,1960,34,853,3035,2601,375,661,404,116,25,116,397,18,13.0,393,497.0,0.254,0.351,0.452,0.803,114,1175,79.0,7,12.0,21.0,46.0,0
John Lowenstein,1970,23,1985,38,1368,3989,3476,510,881,610,137,18,116,441,128,78.0,446,596.0,0.253,0.337,0.403,0.741,108,1402,58.0,9,27.0,30.0,30.0,0
Bing Miller,1921,26,1936,41,1820,6896,6212,946,1934,1333,389,96,116,993,127,83.0,383,340.0,0.311,0.359,0.461,0.82,108,2863,0.0,80,210.0,0.0,17.0,0
Rick Reichardt,1964,21,1974,31,997,3686,3307,391,864,615,109,24,116,445,40,41.0,263,672.0,0.261,0.326,0.414,0.74,115,1369,90.0,66,25.0,24.0,20.0,0
Chris Sabo,1988,26,1996,34,911,3714,3354,494,898,551,214,17,116,426,120,49.0,274,460.0,0.268,0.326,0.445,0.772,109,1494,70.0,32,25.0,29.0,22.0,0
Gene Freese,1955,21,1966,32,1115,3784,3446,429,877,573,161,28,115,432,51,26.0,243,535.0,0.254,0.305,0.418,0.723,94,1439,75.0,20,48.0,27.0,28.0,0
Don Hurst,1928,22,1934,28,905,3762,3275,510,976,643,190,28,115,610,41,31.0,391,210.0,0.298,0.375,0.478,0.854,116,1567,16.0,15,81.0,0.0,25.0,0
Travis Lee,1998,23,2006,31,1099,4233,3740,476,958,636,191,16,115,488,59,20.0,457,704.0,0.256,0.337,0.408,0.745,95,1526,92.0,9,2.0,25.0,35.0,0
Jerry Lynch,1954,23,1966,35,1184,3145,2879,364,798,526,123,34,115,470,12,17.0,224,416.0,0.277,0.329,0.463,0.792,111,1334,58.0,9,8.0,25.0,31.0,0
Craig Monroe,2001,24,2009,32,814,2924,2691,368,678,408,146,9,115,433,19,18.0,188,588.0,0.252,0.301,0.441,0.742,94,1187,70.0,12,3.0,30.0,12.0,0
Alexei Ramirez,2008,26,2016,34,1371,5505,5134,601,1387,1006,249,17,115,590,143,63.0,263,650.0,0.27,0.307,0.392,0.7,89,2015,139.0,30,36.0,42.0,18.0,0
Bob Robertson,1967,20,1979,32,829,2742,2385,283,578,360,93,10,115,368,7,9.0,317,546.0,0.242,0.331,0.434,0.766,114,1036,51.0,13,1.0,26.0,18.0,0
Shannon Stewart,1995,21,2008,34,1386,6205,5574,853,1653,1182,315,41,115,580,196,71.0,504,684.0,0.297,0.36,0.43,0.79,106,2395,115.0,74,15.0,38.0,16.0,0
Marcus Thames,2002,25,2011,34,640,2016,1827,256,450,248,83,4,115,301,3,9.0,159,510.0,0.246,0.309,0.485,0.794,105,886,30.0,14,0.0,16.0,4.0,0
Ronnie Belliard,1998,23,2010,35,1484,5641,5045,685,1377,911,328,24,114,601,43,28.0,488,797.0,0.273,0.338,0.415,0.753,96,2095,133.0,24,47.0,37.0,16.0,0
Brad Fullmer,1997,22,2004,29,807,3065,2789,395,778,445,203,16,114,442,32,21.0,216,373.0,0.279,0.336,0.486,0.822,111,1355,71.0,37,0.0,23.0,33.0,0
Whitey Lockman,1945,18,1960,33,1666,6592,5940,836,1658,1273,222,49,114,563,43,40.0,552,383.0,0.279,0.342,0.391,0.732,95,2320,68.0,19,64.0,15.0,30.0,0
Luis Valbuena,2008,22,2018,32,1011,3571,3148,377,710,418,169,9,114,367,11,16.0,374,788.0,0.226,0.31,0.394,0.703,92,1239,57.0,19,9.0,21.0,17.0,0
Rafael Furcal,2000,22,2014,36,1614,7237,6477,1063,1817,1324,311,69,113,587,314,94.0,643,910.0,0.281,0.346,0.402,0.748,96,2605,84.0,22,55.0,39.0,24.0,0
Chuck Hinton,1961,27,1971,37,1353,4455,3968,518,1048,736,152,47,113,443,130,50.0,416,685.0,0.264,0.332,0.412,0.744,109,1633,91.0,7,28.0,36.0,27.0,0
Terry Kennedy,1978,22,1991,35,1491,5421,4979,474,1313,944,244,12,113,628,6,15.0,365,855.0,0.264,0.314,0.386,0.699,96,1920,125.0,16,22.0,39.0,86.0,0
Thurman Munson,1969,22,1979,32,1423,5905,5344,696,1558,1184,229,32,113,701,48,50.0,438,571.0,0.292,0.346,0.41,0.756,116,2190,160.0,42,21.0,58.0,59.0,0
Lefty O'Doul,1919,22,1934,37,970,3660,3264,624,1140,811,175,41,113,542,36,43.0,333,122.0,0.349,0.413,0.532,0.945,143,1736,10.0,23,39.0,0.0,21.0,0
Fernando Tatis,1997,22,2010,35,949,3468,3051,427,807,506,174,14,113,448,50,21.0,321,709.0,0.265,0.344,0.442,0.785,101,1348,96.0,59,13.0,24.0,16.0,0
Greg Walker,1982,22,1990,30,855,3177,2864,368,746,450,164,19,113,444,19,12.0,268,520.0,0.26,0.326,0.449,0.775,108,1287,61.0,20,3.0,22.0,28.0,0
Paul Waner,1926,23,1945,42,2549,10767,9459,1627,3152,2243,605,191,113,1309,104,101.0,1091,376.0,0.333,0.404,0.473,0.878,134,4478,127.0,38,174.0,0.0,53.0,1
Sandy Alomar,1988,22,2007,41,1377,4865,4530,520,1236,865,249,10,112,588,25,24.0,212,499.0,0.273,0.309,0.406,0.716,86,1841,132.0,41,48.0,34.0,15.0,0
Curt Blefary,1965,21,1972,28,974,3490,2947,394,699,463,104,20,112,382,24,24.0,456,444.0,0.237,0.342,0.4,0.743,115,1179,42.0,29,33.0,25.0,47.0,0
Jackie Brandt,1956,22,1967,33,1221,4318,3895,540,1020,696,175,37,112,485,45,30.0,351,574.0,0.262,0.323,0.412,0.735,101,1605,75.0,12,31.0,29.0,20.0,0
Jeff Cirillo,1994,24,2007,37,1617,6136,5396,800,1598,1122,343,21,112,727,63,37.0,563,694.0,0.296,0.366,0.43,0.796,102,2319,153.0,67,51.0,59.0,18.0,0
Dave Hollins,1990,24,2002,36,983,3911,3346,578,870,575,166,17,112,482,47,27.0,464,687.0,0.26,0.358,0.42,0.779,106,1406,66.0,66,5.0,30.0,28.0,0
Gil McDougald,1951,23,1960,32,1336,5398,4676,697,1291,941,187,51,112,576,45,44.0,559,623.0,0.276,0.356,0.41,0.766,111,1916,93.0,36,97.0,27.0,15.0,0
Jim Morrison,1977,24,1988,35,1089,3695,3375,371,876,578,170,16,112,435,50,37.0,213,521.0,0.26,0.305,0.419,0.724,98,1414,77.0,25,43.0,39.0,15.0,0
Chris Speier,1971,21,1989,39,2260,8155,7156,770,1759,1295,302,50,112,720,42,54.0,847,988.0,0.246,0.327,0.349,0.676,88,2497,183.0,35,73.0,44.0,106.0,0
Max Alvis,1962,24,1970,32,1013,3984,3629,421,895,620,142,22,111,373,43,46.0,262,662.0,0.247,0.302,0.39,0.692,97,1414,70.0,35,36.0,22.0,25.0,0
Greg Gagne,1983,21,1997,35,1798,6209,5673,712,1440,983,296,50,111,604,108,96.0,367,1121.0,0.254,0.302,0.382,0.684,83,2169,111.0,40,89.0,38.0,20.0,0
Willie Aikens,1977,22,1985,30,774,2856,2492,301,675,438,125,2,110,415,3,6.0,319,444.0,0.271,0.354,0.455,0.809,123,1134,87.0,18,0.0,27.0,42.0,0
Greg Brock,1982,25,1991,34,1013,3695,3202,420,794,537,141,6,110,462,41,18.0,434,469.0,0.248,0.338,0.399,0.737,105,1277,70.0,15,15.0,29.0,63.0,0
Royce Clayton,1991,21,2007,37,2108,8164,7379,935,1904,1376,363,55,110,723,231,100.0,565,1415.0,0.258,0.312,0.367,0.679,78,2707,218.0,45,113.0,62.0,34.0,0
Roy Cullenbine,1938,24,1947,33,1181,4787,3879,627,1072,721,209,32,110,599,26,24.0,853,399.0,0.276,0.408,0.432,0.84,132,1675,61.0,11,44.0,0.0,34.0,0
Morgan Ensberg,2000,24,2008,32,731,2580,2204,340,579,357,102,10,110,347,22,19.0,332,436.0,0.263,0.362,0.468,0.83,113,1031,58.0,21,8.0,15.0,18.0,0
Jeffrey Hammonds,1993,22,2005,34,957,3404,3032,475,824,525,172,17,110,423,67,30.0,292,596.0,0.272,0.338,0.449,0.787,99,1360,59.0,30,18.0,32.0,11.0,0
Heinie Manush,1923,21,1939,37,2008,8422,7654,1288,2524,1763,491,160,110,1183,113,69.0,506,345.0,0.33,0.377,0.479,0.856,121,3665,11.0,70,186.0,0.0,33.0,1
Jarrod Saltalamacchia,2007,22,2018,33,895,3191,2852,377,662,385,161,6,110,381,5,7.0,304,984.0,0.232,0.306,0.408,0.715,91,1165,48.0,10,4.0,21.0,12.0,0
Randy Winn,1998,24,2010,36,1717,6878,6186,863,1759,1223,367,59,110,662,215,84.0,526,1010.0,0.284,0.343,0.416,0.759,99,2574,98.0,53,58.0,55.0,23.0,0
Eric Byrnes,2000,24,2010,34,963,3532,3202,482,827,497,191,30,109,396,129,23.0,253,538.0,0.258,0.32,0.439,0.759,94,1405,58.0,47,9.0,19.0,11.0,0
Dave Duncan,1964,18,1976,30,929,3192,2885,274,617,425,79,4,109,341,5,13.0,252,677.0,0.214,0.279,0.357,0.636,85,1031,68.0,14,21.0,18.0,20.0,0
Phil Garner,1973,24,1988,39,1860,6861,6136,780,1594,1104,299,82,109,738,225,105.0,564,842.0,0.26,0.323,0.389,0.711,99,2384,131.0,34,67.0,59.0,74.0,0
Delmon Young,2006,20,2015,29,1118,4371,4108,473,1162,824,218,11,109,566,36,21.0,179,784.0,0.283,0.316,0.421,0.737,98,1729,136.0,40,1.0,43.0,18.0,0
Al Cowens,1974,22,1986,34,1584,6038,5534,704,1494,1042,276,68,108,717,120,74.0,389,659.0,0.27,0.319,0.403,0.722,99,2230,141.0,34,28.0,53.0,28.0,0
Jimmy Dykes,1918,21,1939,42,2282,9353,8046,1108,2256,1605,453,90,108,1069,70,57.0,958,850.0,0.28,0.365,0.399,0.764,96,3213,0.0,115,228.0,0.0,23.0,0
Shea Hillenbrand,2001,25,2007,31,943,3816,3570,463,1014,689,202,15,108,490,16,12.0,140,464.0,0.284,0.321,0.44,0.76,95,1570,122.0,69,1.0,36.0,18.0,0
Jack Howell,1985,23,1999,37,941,2982,2639,345,632,379,129,16,108,337,14,15.0,300,626.0,0.239,0.318,0.423,0.742,103,1117,39.0,12,18.0,13.0,31.0,0
James Loney,2006,22,2016,32,1443,5487,5023,528,1425,1029,267,21,108,669,38,21.0,397,652.0,0.284,0.336,0.41,0.746,104,2058,156.0,20,8.0,38.0,61.0,0
Carmelo Martinez,1983,22,1991,30,1003,3356,2906,350,713,464,134,7,108,424,10,16.0,404,528.0,0.245,0.337,0.408,0.745,108,1185,72.0,11,7.0,28.0,25.0,0
Gary Matthews Jr.,1999,24,2010,35,1281,4617,4103,612,1056,694,225,29,108,484,95,36.0,454,849.0,0.257,0.332,0.405,0.737,93,1663,72.0,18,13.0,29.0,26.0,0
Ron Northey,1942,22,1957,37,1084,3567,3172,385,874,566,172,28,108,513,7,11.0,361,297.0,0.276,0.352,0.45,0.801,124,1426,57.0,15,14.0,5.0,71.0,0
George Selkirk,1934,26,1942,34,846,3323,2790,503,810,530,131,41,108,576,49,32.0,486,319.0,0.29,0.4,0.483,0.883,127,1347,10.0,23,23.0,0.0,24.0,0
Geovany Soto,2005,22,2017,34,797,2876,2522,308,619,361,146,4,108,361,3,5.0,311,673.0,0.245,0.33,0.435,0.765,102,1097,73.0,17,7.0,19.0,17.0,0
Shane Victorino,2003,22,2015,34,1299,5164,4630,731,1274,865,231,70,108,489,231,46.0,381,626.0,0.275,0.34,0.425,0.765,102,1969,60.0,81,52.0,20.0,12.0,0
Fred Whitfield,1962,24,1970,32,817,2465,2284,242,578,369,93,8,108,356,7,16.0,139,371.0,0.253,0.298,0.443,0.741,107,1011,39.0,16,7.0,19.0,34.0,0
